itemid,name,price,price_max,price_before,discount,stock,sold,rating,rating_count,liked_count,brand,in_stock,free_shipping,cod,source,thumbnail,url
11374013636,คลอโรฟิลล์ชนิดน้ำ คลอโรฟิลล์ ชัยมงคล (1ขวด 473 มล.),1188.0,1188.0,1188.0,0,1,761,4.88,498,49,Bansamonprai Chaimongkol(บ้านสมุนไพรชัยมงคล),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7r98w-lv8g63g55icd8a,https://shopee.co.th/happyprice.sh/product/446101543/11374013636
5190686352,Bio Astin สาหร่ายแดง ไบโอแอสติน ผลิตภัณฑ์อาหารเสริมสกัดจากสาหร่ายแดง (1 x 60 เม็ด),690.0,690.0,690.0,0,1,7,5,2,1,Bioastin(ไบโอแอสติน),True,False,False,search_api,https://down-th.img.susercontent.com/file/c185aece52f024b9937125daa92b25a4,https://shopee.co.th/happyprice.sh/product/446101543/5190686352
23250866082,กลูต้าเบลล์ เลอรีน Bell Lerine กลูต้ามะเขือเทศผสมคอลลาเจน ลดรอยสิว ริ้วรอย ฝ้า กระ 30เม็ด,99.0,99.0,99.0,0,1,1,5,2,2,Bell Lerine(เบลล์ เลอรีน),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7qvcx-lk9c4390gxj0fc,https://shopee.co.th/happyprice.sh/product/446101543/23250866082
4690676065,Bio Astin สาหร่ายแดง ไบโอแอสติน ผลิตภัณฑ์อาหารเสริมสกัดจากสาหร่ายแดง (2 x 60 เม็ด),1360.0,1360.0,1360.0,0,1,3,5,2,1,Bioastin(ไบโอแอสติน),True,False,False,search_api,https://down-th.img.susercontent.com/file/c32a14d397fd6c5822cf15b1a3aeb2a0,https://shopee.co.th/happyprice.sh/product/446101543/4690676065
9858882997,Aiyara Aimmura ไอยรา เอมมูร่า สารสกัดงาดําและธัญพืช 2กล่อง x 60 แคปซูล (ของแท้กรีดรหัส),1290.0,2560.0,1290.0,0,1,58,4.89,18,6,Aiyara Planet(ไอยราแพลเนท),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7rasc-m2q73f0ltnik86,https://shopee.co.th/happyprice.sh/product/446101543/9858882997
4789837247,Aiyara Aimmura X ไอยรา เอมมูร่าเอ็กซ์ เซซามินสกัดจากงาดำเข้มข้น20เท่า (1กล่อง) **ของแท้กรีดรหัส**,2280.0,2280.0,2280.0,0,1,2000,4.91,1292,186,Aiyara Planet(ไอยราแพลเนท),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7rdyn-m1dtigtlnhp98a,https://shopee.co.th/happyprice.sh/product/446101543/4789837247
10707871148,Super D Maxx  ซุปเปอร์ดีแม็กซ์ อาหารเสริมเพื่อสุภาพบุรุษ (60 แคปซูล ),890.0,890.0,890.0,0,1,95,4.88,52,5,Double Maxx(ดับเบิ้ลแม็กซ์),True,False,False,search_api,https://down-th.img.susercontent.com/file/sg-11134201-7rdy8-m1dtnd0fqp69de,https://shopee.co.th/happyprice.sh/product/446101543/10707871148
9458883145,Aiyara Aimmura ไอยรา เอมมูร่า สารสกัดงาดําและธัญพืช 1กล่อง x 60 แคปซูล (ของแท้กรีดรหัส),1290.0,1290.0,1290.0,0,1,57,4.14,14,4,Aiyara Planet(ไอยราแพลเนท),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7rasl-m2q71gegqb9v2b,https://shopee.co.th/happyprice.sh/product/446101543/9458883145
23976359075,Max S Night ผลิตภัณฑ์เสริมอาหาร แม็ก เอส ไนท์ มี2สูตร ใน1กล่อง รวม30แคปซูล (ของแท้พร้อมส่ง),716.0,716.0,725.0,1,1,422,4.96,206,17,MaxS(แม็กเอส),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-81ztg-mkrq9uw60w0276,https://shopee.co.th/happyprice.sh/product/446101543/23976359075
16042427710,Two Up Brand TurBo Max ทู อัพ แบรนด์ เทอร์โบ แม็กซ์ ใหม่ (1กล่อง 60แคปซูล),1030.0,1030.0,1030.0,0,1,74,4.94,32,6,Turbo Max(เทอร์โบแม็กซ์),True,False,False,search_api,https://down-th.img.susercontent.com/file/th-11134207-7rasf-m2qi78aal5jg8f,https://shopee.co.th/happyprice.sh/product/446101543/16042427710
